,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,longitude,latitude,date,UB,B,GR,R,NIR,SWIR_1,SWIR_2,ST_B10,pixel_qa,ALFA,NDVI_model,EVI,SAVI,T_LST,LAI,e_0,e_NB,longitude.1,latitude.1,NDVI_neg,pos_NDVI,int,sd_ndvi,NDWI,LST_neg,LST_NW,T_LST_DEM,LST_neg_1,LST_NW_1,Tao_sw,EA,W_ATM,Rl_up,Rs_down,Tao_sw_1,ES,EA_1,Rl_down,Rn,Ginst,zom,u_fr,Hinst,rah,dT,rah_first,zom_1,u_fr_1,ufric_star,constant,constant_1,ET_inst,ET_24h,LEinst,EF,id.1,longitude.2,latitude.2,Rn24h_G,AirT_G,RH_G,ux_G,SW_Down,cold_pixel_lat,cold_pixel_lon,cold_pixel_ndvi,cold_pixel_sum,cold_pixel_temp,hot_pixel_sum,hot_pixel_lat,hot_pixel_lon,hot_pixel_ndvi,hot_pixel_Rn,hot_pixel_G,hot_pixel_temp,LE_daily_orig,Datetime_Local_sebal,Datetime_GMT,Date_daily,LE_closed,LE_unclosed,H_closed,H_unclosed,G_unclosed,Rn_unclosed,Residual_unclosed,Residual_closed,TIMESTAMP_START,TIMESTAMP_END,TAU,H_inst_af,LE_inst_af,FC,WS,WS_MAX,WD,USTAR,MO_LENGTH,ZL,T_SONIC,CO2_MIXING_RATIO,CO2,H2O_MIXING_RATIO,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,FETCH_MAX,FETCH_70,FETCH_80,FETCH_90,TA,PA,Rn_inst_af,G_inst_af,G_2_1_1,SWC_1_1_1,TS_1_1_1,TS_2_1_1,PPFD_IN,P_RAIN,PPFD_IN_1_1_1,P_RAIN_1_1_1,State,Veg,MAT,MAP,Lat,Long,Elev_insitu,Name,Datetime,Datetime_Local_flux,Date
45,45,0,0,LC08_018031_20180915,-80.63695706863942,41.822190946289474,2018-09-15 16:03:49.138000128,0.0010249999999999,0.0027299999999999,0.0129324999999999,0.002895,0.08578,0.0282499999999999,0.0103749999999999,300.98567732000004,21824.0,0.0304085775,0.9347053848322524,0.1913893827787655,0.2111988788380685,300.98567732000004,0.2294914523193897,0.9522949145231938,0.970757321792654,-80.63683523290953,41.822296024218616,-0.934705376625061,0.934705376625061,1,1,-0.7379764467519314,-300.98567732000004,300.98567732000004,302.6058382019596,-302.6058382019596,302.6058382019596,0.7155136348181337,2.312230433972821,33.86826693875409,443.1368264324439,717.2722835761668,0.7155136348181337,3.136160698355263,2.312230433972821,349.72366733235145,585.3642972089946,17.48626041431031,0.0098324975687008,0.2183271997149684,55.075634313423095,23.292661872930164,1.095039450010418,33.46657718954869,0.0098324975687008,0.2183271997149684,0.2791581418237085,0.3159473836421966,-94.51248931884766,0.759252721762792,3.756205434936025,512.8024024812612,0.903015030085878,0,-80.63695706863942,41.822190946289474,117.05953910601696,24.83170532862057,73.72805976382058,1.4333440123943229,188.2890453962517,41.078071063106,-81.44701138639114,0.9106886982917786,105412,299.13994652,157415,42.097396346217984,-80.13751751013186,0.0843705758452415,374.9913335069162,85.69934737643638,313.7143838,106.52598613478568,2018-09-15 16:03:49.138000128+00:00,2018-09-15 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Mi3,,,2018-09-15
46,46,0,0,LC08_018031_20190105,-80.63695706863942,41.822190946289474,2019-01-05 16:04:03.644000000,,,,,,,,,,,,,,,,,,-80.63683523290953,41.822296024218616,,,1,1,,,,,,,0.6759996541272656,0.6379103563166884,10.8643974340589,,370.0683582731554,0.6759996541272656,0.7794822137491425,0.6379103563166884,253.8779609757744,,,,,,,,,,,,0.5390344262123108,-148.31471252441406,,,,,0,-80.63695706863942,41.822190946289474,,3.3987767972759526,81.83770521824688,1.7379641273457849,96.41328557194744,41.94706559617974,-79.65021140804379,0.7790577411651611,156139,275.14886414,242871,40.85116989137283,-80.21794556213997,0.3448850810527801,235.39317452526697,10.236431211924517,280.3203284,,2019-01-05 16:04:03.644000+00:00,2019-01-05 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Mi3,,,2019-01-05
47,47,1,1,LC08_018031_20190121,-80.63695706863942,41.822190946289474,2019-01-21 16:04:00.249999872,,,,,,,,,,,,,,,,,,-80.63683523290953,41.822296024218616,,,1,1,,,,,,,0.7201488528478439,0.1527839254364056,4.199133570729346,,428.8623283526864,0.7201488528478439,0.2357110698850562,0.1527839254364056,183.33592746964848,,,,,,,,,,,,0.091323435306549,-23.255603790283203,,,,,1,-80.63695706863942,41.822190946289474,,-12.39963853823783,64.81830722286833,3.700915666640909,107.36434886029232,41.550880524935096,-79.53438648061096,0.9489375352859496,438,254.6509982,3,42.50835262516379,-80.00517995308292,0.0291476529091596,256.92628733883225,1.3605557480437966,272.96816738,,2019-01-21 16:04:00.249999872+00:00,2019-01-21 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Mi3,,,2019-01-21
48,48,0,0,LC08_018031_20190222,-80.63695706863942,41.822190946289474,2019-02-22 16:03:54.580000000,,,,,,,,,,,,,,,,,,-80.63683523290953,41.822296024218616,,,1,1,,,,,,,0.7410497855601044,0.4182249952145022,7.846089616857636,,577.8977266095018,0.7410497855601044,0.6367704328423222,0.4182249952145022,240.07678873841627,,,,,,,,,,,,1.0291935205459597,-280.93707275390625,,,,,0,-80.63695706863942,41.822190946289474,,0.573535949624346,65.67908521563902,1.2430873219846317,159.94607517657704,42.40455142057787,-79.25475481216266,0.5634008646011353,15869,272.96816738,21885,42.58890782734188,-80.51358756622228,0.1651768386363983,402.66548146876806,11.933493547497482,277.44577358000004,,2019-02-22 16:03:54.580000+00:00,2019-02-22 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Mi3,,,2019-02-22
49,49,0,0,LC08_018031_20190326,-80.63695706863942,41.822190946289474,2019-03-26 16:03:45.594000128,0.0752475,0.1028025,0.156675,0.2222625,0.351265,0.375575,0.2490474999999999,285.891701,21824.0,0.2337437975,0.2249281856580547,0.1685143009045384,0.1802503894869949,285.891701,0.1606625181538779,0.9516066251815388,0.9705301863099076,-80.63683523290953,41.822296024218616,-0.2249281853437423,0.2249281853437423,1,1,-0.3830964287120525,-285.891701,285.891701,287.5437129156901,-287.5437129156901,287.5437129156901,0.7785538484407473,0.3293901795237557,6.625567606224927,360.4513948030408,771.4345907550195,0.7785538484407473,0.6782550763364547,0.3293901795237557,254.89768082240352,473.2274670000504,37.57109977847465,0.0082627913633713,0.3225482745981061,534.8376166637178,13.118828708088843,5.56107354915423,22.65293184700205,0.0082627913633713,0.3225482745981061,0.4444472280355749,0.5958951115608215,-165.78482055664062,-0.1447304896925856,-0.9077779682304752,-99.18124944214208,-0.2276593593126536,0,-80.63695706863942,41.822190946289474,113.85508469428488,1.448164005506015,48.56435152729454,2.1546943217067858,263.00669670506693,41.826006553799154,-79.49706031851751,0.5989915728569031,364657,278.21141006,550605,42.67470650802725,-80.721981638974,0.1546599715948104,492.2319578245102,41.0078140015534,287.64514526,-25.744583179016274,2019-03-26 16:03:45.594000128+00:00,2019-03-26 16:00:00+00:00,2019-03-26,52.40106289855485,35.095918708333336,108.8256933636408,72.88664535416667,-2.837637645833333,120.77124583333334,15.626319416666677,-37.61787278302897,201903261200.0,201903261230.0,-0.165377,272.559,129.903,1.75138,2.71565,6.49203,355.862,0.363186,-15.2738,-0.166953,2.77826,417.834,416.128,4.09859,4.08186,1.21724,1.76572,0.518429,0.822317,19.9666,36.5053,43.6875,54.6915,3.29242,99.6404,528.762,4.38513,-1.47959,59.8726,2.63516,-9999.0,-9999.0,-9999.0,1423.48,0.0,OH,CVM,10.5,1012.7,41.8222,-80.637,270.0,US-Mi3,2019-03-26 12:00:00,2019-03-26 12:00:00-04:00,2019-03-26
50,50,0,0,LC08_018031_20190427,-80.63695706863942,41.822190946289474,2019-04-27 16:03:35.515000064,,,,,,,,,,,,,,,,,,-80.63683523290953,41.822296024218616,,,1,1,,,,,,,0.7850144915068107,0.5240295829581307,9.299763237531003,,893.5345266705684,0.7850144915068107,0.8420352951219141,0.5240295829581307,280.82148987570946,,,,,,,,,,,,0.4942231476306915,-140.9750213623047,,,,,0,-80.63695706863942,41.822190946289474,,4.495012092486663,62.23368378902207,4.232394733377401,216.59446627568823,41.15649281972717,-80.96734296850639,0.8098074197769165,127082,285.24569522,190489,41.0479849621164,-81.63814280325492,0.1672559529542923,567.8363490054907,71.84002462462676,294.34446446,,2019-04-27 16:03:35.515000064+00:00,2019-04-27 16:00:00+00:00,2019-04-27,70.9511110297459,57.85241810416667,45.164696166220125,36.8265816875,-4.0109875,104.40102729166668,13.733014999999996,-7.703792404299364,201904271200.0,201904271230.0,-0.299159,186.178,119.936,1.02374,3.11332,9.32521,284.086,0.495136,-55.9584,-0.0456,5.47432,416.18,413.356,6.83217,6.78581,1.44425,1.62194,0.697,0.607411,20.1904,36.9144,44.1772,55.3045,5.50969,97.8557,386.878,-0.944839,-5.32904,59.0782,8.58492,-9999.0,-9999.0,-9999.0,1069.13,0.0,OH,CVM,10.5,1012.7,41.8222,-80.637,270.0,US-Mi3,2019-04-27 12:00:00,2019-04-27 12:00:00-04:00,2019-04-27
51,51,0,0,LC08_018031_20190614,-80.63695706863942,41.822190946289474,2019-06-14 16:04:01.003000064,0.03903,0.0542374999999999,0.0961475,0.1083299999999999,0.31964,0.286145,0.172955,301.10872604,21824.0,0.1725463149999999,0.4937495618851789,0.3380227166750248,0.3415681541429141,301.10872604,0.5787691099774757,0.9557876910997748,0.9719099380629256,-80.63683523290953,41.822296024218616,-0.4937495589256286,0.4937495589256286,1,1,-0.537516159095692,-301.10872604,301.10872604,302.9767110924727,-302.9767110924727,302.9767110924727,0.7722606824196709,1.0283190054198732,16.22831185957681,445.4898954019946,928.9835212365216,0.7722606824196709,1.8797519005941083,1.0283190054198732,302.7881843553648,612.602162166748,87.36065650263814,0.0204578834149057,0.6325149518472123,10294.779320419031,5.505840029833318,41.75195931316864,11.551764998598752,0.0204578834149057,0.6325149518472123,0.96328976071329,3.2779314517974854,-951.3849487304688,-14.469940774636123,-136.73078626701127,-9769.537814754922,-18.60008721588447,0,-80.63695706863942,41.822190946289474,206.7984853567601,16.521556802229274,54.70503873914776,3.845847913707808,334.24054383941376,42.36319145546531,-79.36300625268768,0.9237130284309388,528927,290.23942244,82474,42.24012498091554,-79.49090619099158,0.0411567911505699,782.1289886659822,70.1599835746786,291.68866292,-3877.68509853244,2019-06-14 16:04:01.003000064+00:00,2019-06-14 16:00:00+00:00,2019-06-14,133.5944735245038,114.75113295454548,59.43778025423893,51.0541525,15.205249791666668,211.29497135416668,30.284436107954555,3.057467783757289,201906141200.0,201906141230.0,-0.230312,187.368,231.062,-6.99745,3.24526,9.56899,272.472,0.444462,-40.4393,-0.0631,20.424,405.073,401.092,9.92536,9.82782,1.45626,1.73069,0.813231,0.581741,16.37,29.9295,35.818,44.8399,20.0866,98.4973,675.6,42.8761,46.1499,47.1467,19.4356,-9999.0,-9999.0,-9999.0,1606.91,0.0,OH,CVM,10.5,1012.7,41.8222,-80.637,270.0,US-Mi3,2019-06-14 12:00:00,2019-06-14 12:00:00-04:00,2019-06-14
52,52,0,0,LC08_018031_20190801,-80.63695706863942,41.822190946289474,2019-08-01 16:04:15.085999872,0.02506,0.0325949999999999,0.0746974999999999,0.0474175,0.4336275,0.2213275,0.0965874999999999,302.7425396,21824.0,0.17603249,0.8028562816368531,0.6551839964171081,0.5905080806690826,302.7425396,1.9560946250414848,0.9695609462504148,0.9764551122626368,-80.63683523290953,41.822296024218616,-0.8028562664985657,0.8028562664985657,1,1,-0.706103378743914,-302.7425396,302.7425396,304.7253665128524,-304.7253665128524,304.7253665128524,0.7435874603932866,1.875674439958232,27.870323503791223,461.7979192465859,856.340511090733,0.7435874603932866,2.9955312672941115,1.875674439958232,339.1370250779912,572.6128543321405,54.69323003130162,0.0828814018301856,0.2350440963971315,147.98458187554397,18.27016847445317,2.316067449694245,31.08635440684981,0.0828814018301856,0.2350440963971315,0.3413706103942774,0.3281205594539642,-97.67059326171876,0.5488536114726936,3.760455408318231,369.9350424252949,0.7142711437603576,0,-80.63695706863942,41.822190946289474,147.85466861937653,24.0647350803617,62.615752352087576,1.211508598429722,279.01564059218254,41.3928223677706,-79.76616391494137,0.9035155177116394,246063,297.6667799,69297,42.14359218220283,-80.00328680336978,0.1056129410862922,409.8179318885559,98.6221441826553,311.3388599,106.64651537990504,2019-08-01 16:04:15.085999872+00:00,2019-08-01 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Mi3,,,2019-08-01
53,53,1,1,LC08_018031_20190817,-80.63695706863942,41.822190946289474,2019-08-17 16:04:20.474999808,,,,,,,,,,,,,,,,,,-80.63683523290953,41.822296024218616,,,1,1,,,,,,,0.7304430929687589,2.269616011601656,33.282777566485095,,812.965106334375,0.7304430929687589,2.8769517471746537,2.269616011601656,334.7671562014232,,,,,,,,,,,,0.7513073682785034,-222.622314453125,,,,,1,-80.63695706863942,41.822190946289474,,23.39320792314019,78.88960994325191,3.117237039221035,232.4303222455948,41.89072702953025,-80.00758943679071,0.9390847086906432,102471,296.31324398000004,163144,41.00505173844512,-80.70414469334685,0.4047986567020416,492.7358774092626,85.6855270187949,303.2210624,,2019-08-17 16:04:20.474999808+00:00,2019-08-17 16:00:00+00:00,2019-08-17,72.72326409345713,67.712963125,15.09684538714292,14.056741645833334,5.6222594375,127.12302416666668,39.731059958333326,33.68065524856661,201908171200.0,201908171230.0,-0.11879,58.2253,171.59,-19.0309,1.66101,8.56535,219.154,0.324781,-50.7893,-0.0502,29.2612,398.393,388.633,25.1117,24.4966,0.971809,1.1327,0.486646,0.443735,19.2067,35.116,42.0249,52.6102,27.7018,98.1606,350.014,16.9442,16.4618,30.4855,22.4385,-9999.0,-9999.0,-9999.0,884.94,0.0,OH,CVM,10.5,1012.7,41.8222,-80.637,270.0,US-Mi3,2019-08-17 12:00:00,2019-08-17 12:00:00-04:00,2019-08-17
54,54,0,0,LC08_018031_20190918,-80.63695706863942,41.822190946289474,2019-09-18 16:04:29.411000064,0.0216224999999999,0.0258299999999999,0.0595175,0.0351249999999999,0.3852,0.1703425,0.0727725,295.91333564,21824.0,0.1503095125,0.8328674240171295,0.6241419886252206,0.5705728954445441,295.91333564,1.755402588325495,0.9675540258832548,0.975792828541474,-80.63683523290953,41.822296024218616,-0.832867443561554,0.832867443561554,1,1,-0.7323356962566123,-295.91333564,295.91333564,297.4818378091127,-297.4818378091127,297.4818378091127,0.7424911875427751,1.1808077397521517,18.323389731680244,420.645680231083,735.323720813723,0.7424911875427751,2.374991908317163,1.1808077397521517,322.7986912189849,516.4770638162177,32.62212552284955,0.0740969930147254,0.3765644455237726,119.40529395740342,14.537124752979942,1.4503473993195115,19.40348901414733,0.0740969930147254,0.3765644455237726,0.4746527005494952,0.4144224524497986,-121.83280181884766,0.5369308426975725,3.268590933403543,364.4496443359647,0.7532208839728606,0,-80.63695706863942,41.822190946289474,122.72870627392808,20.25189674413035,49.71839001290876,1.968879129999876,237.35449963130225,41.44039976316746,-79.98970302232756,0.8978462815284729,378025,293.98215434,522100,42.10936404793439,-80.07820923275729,0.4684720039367676,496.51502038346223,73.76300750232006,305.50088173999995,92.69723887132449,2019-09-18 16:04:29.411000064+00:00,2019-09-18 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Mi3,,,2019-09-18
55,55,0,0,LC08_018031_20191020,-80.63695706863942,41.822190946289474,2019-10-20 16:04:35.505000192,0.0192299999999999,0.02737,0.0574,0.0508825,0.3454075,0.1730375,0.0822875,291.46307360000003,21824.0,0.1422181325,0.7432057331752,0.5094081162839369,0.4929068716598422,291.46307360000003,1.204885919970898,0.962048859199709,0.973976123535904,-80.63683523290953,41.822296024218616,-0.743205726146698,0.743205726146698,1,1,-0.7150003413541207,-291.46307360000003,291.46307360000003,292.7556387124344,-292.7556387124344,292.7556387124344,0.7173405160922828,1.1063239030607503,17.300039129651616,393.6537105848067,580.9828082852656,0.7173405160922828,1.8060885013424808,1.1063239030607503,278.8118697351391,372.93344890155146,24.870929331846945,0.0478892904361722,0.2835918562713875,225.51265761124023,15.766888565807132,2.9017193015726264,25.764717569487534,0.0478892904361722,0.2835918562713875,0.397789113107714,0.2889382839202881,-81.68659210205078,0.1797276695359146,0.7583568768088725,122.54986195846428,0.3520915211151366,0,-80.63695706863942,41.822190946289474,61.19341695240996,15.89466003960298,61.25524315327907,1.5646862668743249,153.68158117484458,42.31484751335862,-79.32676522832821,0.8679762482643127,208946,282.7129424,323236,41.46258929990069,-81.51717783027829,0.3650718927383423,334.65235398915587,43.307662901137526,296.8977254,21.507001026299623,2019-10-20 16:04:35.505000192+00:00,2019-10-20 16:00:00+00:00,2019-10-20,43.26358220349664,35.95378156818182,13.773354516523206,11.4462130625,-6.6185682083333335,91.28791041666666,50.506483994318174,40.86954190498015,201910201200.0,201910201230.0,-0.087,102.649,130.4,-11.7779,0.78568,3.45957,163.877,0.274875,-17.3915,-0.146623,20.6495,421.439,416.694,11.3864,11.2582,0.55187,0.774254,0.385375,0.601994,20.2559,37.0343,44.3206,55.4841,21.9543,97.9171,404.5,-4.45694,-5.5336,50.0945,10.1705,-9999.0,-9999.0,-9999.0,1127.13,0.0,OH,CVM,10.5,1012.7,41.8222,-80.637,270.0,US-Mi3,2019-10-20 12:00:00,2019-10-20 12:00:00-04:00,2019-10-20
56,56,0,0,LC08_018031_20191207,-80.63695706863942,41.822190946289474,2019-12-07 16:04:30.494999808,,,,,,,,,,,,,,,,,,-80.63683523290953,41.822296024218616,,,1,1,,,,,,,0.697022307458131,0.352791962577772,6.947090098092422,,393.9269380448056,0.697022307458131,0.6229003417535959,0.352791962577772,244.6182181331792,,,,,,,,,,,,0.7450091242790222,-203.46563720703125,,,,,0,-80.63695706863942,41.822190946289474,,0.2698552486833097,56.63698330692648,1.1966560583907486,78.74597851811188,41.18975297286196,-79.68126815290229,0.6768025755882263,63988,273.10488818,101062,41.39382416217793,-81.64904945773479,0.185490682721138,273.4915681246082,7.242426859165874,278.04392708,,2019-12-07 16:04:30.494999808+00:00,2019-12-07 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Mi3,,,2019-12-07
57,57,1,1,LC08_018031_20191223,-80.63695706863942,41.822190946289474,2019-12-23 16:04:27.539000064,,,,,,,,,,,,,,,,,,-80.63683523290953,41.822296024218616,,,1,1,,,,,,,0.6702083375712677,0.7110894085513197,11.869821301662109,,361.0898650569233,0.6702083375712677,0.9331974890533414,0.7110894085513197,253.86986343132148,,,,,,,,,,,,0.6469618082046509,-177.92234802246094,,,,,1,-80.63695706863942,41.822190946289474,,5.970440863891584,76.1992415209632,2.653327355881649,95.0860708309753,41.52397919727428,-79.58713006365603,0.6768837571144104,126842,275.01214334,226171,41.18647531769773,-80.93441767328589,0.1167048439383506,223.6194177302752,7.747379393111858,279.82129748,,2019-12-23 16:04:27.539000064+00:00,2019-12-23 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Mi3,,,2019-12-23
