,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,longitude,latitude,date,UB,B,GR,R,NIR,SWIR_1,SWIR_2,ST_B10,pixel_qa,ALFA,NDVI_model,EVI,SAVI,T_LST,LAI,e_0,e_NB,longitude.1,latitude.1,NDVI_neg,pos_NDVI,int,sd_ndvi,NDWI,LST_neg,LST_NW,T_LST_DEM,LST_neg_1,LST_NW_1,Tao_sw,EA,W_ATM,Rl_up,Rs_down,Tao_sw_1,ES,EA_1,Rl_down,Rn,Ginst,zom,u_fr,Hinst,rah,dT,rah_first,zom_1,u_fr_1,ufric_star,constant,constant_1,ET_inst,ET_24h,LEinst,EF,id.1,longitude.2,latitude.2,Rn24h_G,AirT_G,RH_G,ux_G,SW_Down,cold_pixel_lat,cold_pixel_lon,cold_pixel_ndvi,cold_pixel_sum,cold_pixel_temp,hot_pixel_sum,hot_pixel_lat,hot_pixel_lon,hot_pixel_ndvi,hot_pixel_Rn,hot_pixel_G,hot_pixel_temp,LE_daily_orig,Datetime_Local_sebal,Datetime_GMT,Date_daily,LE_closed,LE_unclosed,H_closed,H_unclosed,G_unclosed,Rn_unclosed,Residual_unclosed,Residual_closed,TIMESTAMP_START,TIMESTAMP_END,H_inst_af,SH,H_SSITC_TEST,LE_inst_af,SLE,LE_SSITC_TEST,FC,SC,FC_SSITC_TEST,TAU,TAU_SSITC_TEST,CO2,CO2_SIGMA,H2O,H2O_SIGMA,U_SIGMA,V_SIGMA,W_SIGMA,WS,WS_MAX,WD,USTAR,MO_LENGTH,ZL,FETCH_70,FETCH_80,FETCH_90,FETCH_MAX,T_SONIC,T_SONIC_SIGMA,TA,RH,PA,VPD_PI,SWC_1_1_1,SWC_1_2_1,SWC_1_3_1,SWC_1_4_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,G_inst_af,G_1_2_1,SW_IN,SW_OUT,Rn_inst_af,PPFD_IN,PPFD_OUT,P_RAIN,P,State,Veg,MAT,MAP,Lat,Long,Elev_insitu,Name,Datetime,Datetime_Local_flux,Date
231,231,0,0,LC08_033037_20181213,-106.60329934528464,32.58499454274526,2018-12-13 17:39:09.331000064,0.0624049999999999,0.078245,0.1137475,0.14716,0.2083749999999999,0.2676375,0.230155,284.76375440000004,21824.0,0.1569902524999999,0.1721771414909923,0.1017200095048346,0.1073275786496168,284.76375440000004,0.013733398837031,0.9501373339883704,0.9700453202161622,-106.60320325149796,32.58504103670271,-0.1721771359443664,0.1721771359443664,1,1,-0.2937624661425388,-284.76375440000004,284.76375440000004,294.33144414024304,-294.33144414024304,294.33144414024304,0.7567778812046123,0.2456214945230152,5.027356342949862,354.24871436283246,541.2510913400464,0.7567778812046123,0.8418442683913009,0.2456214945230152,236.7013743689164,326.93004427610487,34.329631764689736,0.0054845567052172,0.5719689886987603,294.0236636148507,10.357645087195705,2.503942554062821,12.77458083603762,0.0054845567052172,0.5719689886987603,0.6708060283859385,0.1144250631332397,-31.174951553344727,-0.0020904625055105,-0.0086123033567292,-1.4232511034355753,-0.0048641459224875,0,-106.60329934528464,32.58499454274526,50.2273920286713,4.491775322039364,29.176595214264378,3.9760069298848175,155.4352502354352,33.28469391543999,-105.87460691526066,0.5315172076225281,367342,272.44862834,667486,32.64142601790062,-107.3083591583838,0.0821990892291069,245.94157671730807,32.589833469749664,287.60412902,-0.2442449231968401,2018-12-13 17:39:09.331000064+00:00,2018-12-13 18:00:00+00:00,2018-12-13,22.740744099184663,18.0442193146875,27.76951921273456,22.034428282229168,-8.726660625,48.33022916666667,16.97824219475,6.546626479747449,201812131100.0,201812131130.0,155.8258391,-9999.0,-9999.0,43.74454751,-9999.0,-9999.0,-0.332848426,-9999.0,-9999.0,-9999.0,-9999.0,392.667297,0.946852848,5.842305616,-9999.0,-9999.0,-9999.0,-9999.0,3.394741781,-9999.0,345.7,0.3764662,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,6.180972,-9999.0,6.913,24.13,-9999.0,6.8164,12.0,13.5,9.3,21.6,18.28,7.182,3.992,9.2339,43.852,543.04,110.82,358.6,1143.3,146.6,0.0,0.0,NM,OSH,17.5,282.3,32.5849,-106.6032,1469.0,US-Jo2,2018-12-13 11:00:00,2018-12-13 11:00:00-07:00,2018-12-13
232,232,1,1,LC08_033037_20181229,-106.60329934528464,32.58499454274526,2018-12-29 17:39:09.936000000,,,,,,,,,,,,,,,,,,-106.60320325149796,32.58504103670271,,,1,1,,,,,,,0.7468957776239932,0.355048841253806,6.331529001644185,,524.7216156130393,0.7468957776239932,0.5564306940598619,0.355048841253806,239.2755373463497,,,,,,,,,,,,0.4143135249614715,-113.06749725341795,,,,,1,-106.60329934528464,32.58499454274526,,-1.2741154134404131,63.80827748075471,1.998219002867979,138.37534758925324,33.40217768236719,-107.2318507130328,0.2793618738651275,38056,272.903225,65994,32.64130826818408,-107.31475107420272,0.0858796685934066,338.7005048124191,24.78043586603131,277.99265678,,2018-12-29 17:39:09.936000+00:00,2018-12-29 18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Jo2,,,2018-12-29
233,233,2,2,LC08_033038_20181213,-106.60329934528464,32.58499454274526,2018-12-13 17:39:33.221999872,0.0634775,0.0788774999999999,0.1134175,0.14683,0.2082649999999999,0.2674725,0.2300725,284.77059044,21824.0,0.15704363,0.1730100395668763,0.1025513904573038,0.1077687274513357,284.77059044,0.0145657061405469,0.9501456570614054,0.9700480668302638,-106.60320325149796,32.58504103670271,-0.1730100363492965,0.1730100363492965,1,1,-0.2948481810480831,-284.77059044,284.77059044,293.95414311240773,-293.95414311240773,293.95414311240773,0.7613951844015524,0.2457637740421397,5.029052053065094,354.28583544107823,564.4528350562947,0.7613951844015524,0.8422261377812504,0.2457637740421397,255.6898422853398,364.465870636316,37.591765193515215,0.005498171196726,0.5719720506259913,392.6698397850747,10.06905897651666,3.237202474377213,12.774512450114072,0.005498171196726,0.5719720506259913,0.681761672135662,0.2015616297721862,-56.012672424316406,-0.0966052607122472,-0.3561514774503827,-65.79573434227393,-0.2012876922543117,2,-106.60329934528464,32.58499454274526,50.21150622621958,4.498245097362762,29.18025967343837,3.975089766006855,155.4352502354352,32.55718901027664,-106.49183824897648,0.4052167236804962,450644,277.8935342,702579,31.5922474789455,-106.2043324354107,0.0938933417201042,302.3271381409978,37.596988815617074,289.08413168,-10.100455900492854,2018-12-13 17:39:33.221999872+00:00,2018-12-13 18:00:00+00:00,2018-12-13,22.740744099184663,18.0442193146875,27.76951921273456,22.034428282229168,-8.726660625,48.33022916666667,16.97824219475,6.546626479747449,201812131100.0,201812131130.0,155.8258391,-9999.0,-9999.0,43.74454751,-9999.0,-9999.0,-0.332848426,-9999.0,-9999.0,-9999.0,-9999.0,392.667297,0.946852848,5.842305616,-9999.0,-9999.0,-9999.0,-9999.0,3.394741781,-9999.0,345.7,0.3764662,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,6.180972,-9999.0,6.913,24.13,-9999.0,6.8164,12.0,13.5,9.3,21.6,18.28,7.182,3.992,9.2339,43.852,543.04,110.82,358.6,1143.3,146.6,0.0,0.0,NM,OSH,17.5,282.3,32.5849,-106.6032,1469.0,US-Jo2,2018-12-13 11:00:00,2018-12-13 11:00:00-07:00,2018-12-13
234,234,0,0,LC08_033037_20190114,-106.60329934528464,32.58499454274526,2019-01-14 17:39:07.696999936,0.0629549999999999,0.077805,0.1119049999999999,0.143805,0.2022149999999999,0.263045,0.22449,289.09780376000003,21824.0,0.1536788949999999,0.1688052713715969,0.0985651439496593,0.1035613815276234,289.09780376000003,0.0066533314497773,0.9500665333144978,0.9700219559937844,-106.60320325149796,32.58504103670271,-0.1688052713871002,0.1688052713871002,1,1,-0.2875015917483765,-289.09780376000003,289.09780376000003,298.9519998461987,-298.9519998461987,298.9519998461987,0.7362973951926854,0.6420910455759248,9.752544003398969,376.2844302017374,535.371723979262,0.7362973951926854,0.9779536660474758,0.6420910455759248,240.1508831341406,304.9712758338148,38.81945184679306,0.0053696903459805,0.1193783620532032,270.805327556976,19.167053815072755,4.313738955643387,61.205933438613,0.0053696903459805,0.1193783620532032,0.1973975667000716,0.1653203666210174,-45.10911560058594,-0.0068655956780073,-0.0347453429551139,-4.653503569954353,-0.0174843948098633,0,-106.60329934528464,32.58499454274526,56.12244513721343,6.648808812944223,65.65659170449429,0.8315234410415109,149.7903314881971,32.86714044682919,-105.79737621318746,0.558564305305481,302275,272.85879074,513637,32.67147314877332,-106.2061208042228,0.1123509183526039,233.3154242035092,35.186688158615304,291.12810764,-0.9853779262070302,2019-01-14 17:39:07.696999936+00:00,2019-01-14 18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Jo2,,,2019-01-14
235,235,1,1,LC08_033037_20190130,-106.60329934528464,32.58499454274526,2019-01-30 17:39:03.706000128,,,,,,,,,,,,,,,,,,-106.60320325149796,32.58504103670271,,,1,1,,,,,,,0.7608448597279334,0.3693086441301606,6.501479618060616,,597.7281704303888,0.7608448597279334,1.1229310767084608,0.3693086441301606,254.5073935978264,,,,,,,,,,,,0.1827705204486847,-50.72890090942383,,,,,1,-106.60329934528464,32.58499454274526,,8.672828236503165,32.887917325494215,0.8874457758640077,173.886986802911,33.0695620645558,-105.6025079859354,0.672378659248352,278740,277.55515022,450947,33.80648083543759,-107.0507904575217,0.1152636706829071,314.2062789431312,53.272605293164325,295.3937966,,2019-01-30 17:39:03.706000128+00:00,2019-01-30 18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Jo2,,,2019-01-30
236,236,2,2,LC08_033038_20190114,-106.60329934528464,32.58499454274526,2019-01-14 17:39:31.592000000,0.0624874999999999,0.0771999999999999,0.1110525,0.1432,0.2022975,0.262825,0.2237475,289.11489386,21824.0,0.153285975,0.1710504417542819,0.0996586840787253,0.1048450764195045,289.11489386,0.0090614264779848,0.9500906142647798,0.9700299027073772,-106.60320325149796,32.58504103670271,-0.1710504442453384,0.1710504442453384,1,1,-0.2911919578745812,-289.11489386,289.11489386,298.61260627651666,-298.61260627651666,298.61260627651666,0.7406175796756765,0.6422614452613563,9.754574854163687,376.3829545260543,556.7894696294796,0.7406175796756765,0.9785234520063204,0.6422614452613563,280.27705002753453,361.3470930065184,45.36176083257234,0.0054085693286068,0.1195943654087817,237.9741805126434,19.98937017973149,3.9537085003859858,61.09538736933237,0.0054085693286068,0.1195943654087817,0.1953638563064146,0.2656256854534149,-75.36546325683594,0.1150567931916354,0.4909720371503437,78.01115166130268,0.2468821926783566,2,-106.60329934528464,32.58499454274526,56.18238536216971,6.657267235232786,65.63577438481339,0.8324570176240326,149.7903314881971,32.55715105362438,-106.49503273905896,0.2421678602695465,470161,283.72809434,854512,30.94046167839484,-106.44603579644873,0.0907931253314018,292.0330382293102,46.554675687076326,293.09688716,13.923966973583749,2019-01-14 17:39:31.592000+00:00,2019-01-14 18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Jo2,,,2019-01-14
237,237,0,0,LC08_033037_20190215,-106.60329934528464,32.58499454274526,2019-02-15 17:39:01.801000192,,,,,,,,,,,,,,,,,,-106.60320325149796,32.58504103670271,,,1,1,,,,,,,0.7483361398956205,0.9152668017162237,13.008296453038492,,649.6571594396228,0.7483361398956205,1.776223967924279,0.9152668017162237,252.1993180059729,,,,,,,,,,,,0.1104001402854919,-30.53194046020508,,,,,0,-106.60329934528464,32.58499454274526,,15.634102178631444,51.52879469281217,5.543159506310021,182.23041936003253,32.82276525046883,-105.60307976271136,0.5092660784721375,100138,276.55708838,163497,33.69254642494155,-106.59596297946804,0.1189410760998725,272.9694160005001,58.40019577066465,300.84895652,,2019-02-15 17:39:01.801000192+00:00,2019-02-15 18:00:00+00:00,2019-02-15,7.402263458010262,7.382853604166667,64.88133552451889,64.71120685416666,9.1993975,73.14947916666667,-8.143978791666669,-8.333517315862487,201902151100.0,201902151130.0,265.788,2.65091,0.0,-18.446,-4.6946,2.0,-2.56515,0.0486,0.0,-0.558297,0.0,387.837,1.22981959,15.2198,0.372141136,1.80662,2.21002,0.849909,8.17352,16.3048,201.459,0.740237,-118.711,-0.0542,145.014,173.544,217.257,79.3154,17.4759,0.795436,17.33,46.2,-9999.0,7.9932,6.8,12.4,9.2,21.6,27.0,20.06,12.39,21.872,40.094,581.7,118.04,371.5,1267.3,166.59,0.0,0.0,NM,OSH,17.5,282.3,32.5849,-106.6032,1469.0,US-Jo2,2019-02-15 11:00:00,2019-02-15 11:00:00-07:00,2019-02-15
238,238,1,1,LC08_033038_20190215,-106.60329934528464,32.58499454274526,2019-02-15 17:39:25.687000064,,,,,,,,,,,,,,,,,,-106.60320325149796,32.58504103670271,,,1,1,,,,,,,0.7511440187888034,0.9149242484559308,13.004213848373686,,667.5325722880505,0.7511440187888034,1.7770621460491405,0.9149242484559308,304.2415107223577,,,,,,,,,,,,0.1169590875506401,-33.908958435058594,,,,,1,-106.60329934528464,32.58499454274526,,15.641467191202503,51.4852139802786,5.54433955506792,182.23041936003253,31.9119608296132,-106.4778400924359,0.315341055393219,117916,289.92154658,215177,31.604405569296656,-107.46700947451762,0.098228320479393,308.83108848555486,68.47336961291667,302.18882036,,2019-02-15 17:39:25.687000064+00:00,2019-02-15 18:00:00+00:00,2019-02-15,7.402263458010262,7.382853604166667,64.88133552451889,64.71120685416666,9.1993975,73.14947916666667,-8.143978791666669,-8.333517315862487,201902151100.0,201902151130.0,265.788,2.65091,0.0,-18.446,-4.6946,2.0,-2.56515,0.0486,0.0,-0.558297,0.0,387.837,1.22981959,15.2198,0.372141136,1.80662,2.21002,0.849909,8.17352,16.3048,201.459,0.740237,-118.711,-0.0542,145.014,173.544,217.257,79.3154,17.4759,0.795436,17.33,46.2,-9999.0,7.9932,6.8,12.4,9.2,21.6,27.0,20.06,12.39,21.872,40.094,581.7,118.04,371.5,1267.3,166.59,0.0,0.0,NM,OSH,17.5,282.3,32.5849,-106.6032,1469.0,US-Jo2,2019-02-15 11:00:00,2019-02-15 11:00:00-07:00,2019-02-15
239,239,0,0,LC08_033037_20190303,-106.60329934528464,32.58499454274526,2019-03-03 17:38:57.528999936,0.0764024999999999,0.0925449999999999,0.130825,0.1712225,0.23406,0.301545,0.265135,304.12000166,21824.0,0.179576415,0.155046171497659,0.1002316073903812,0.1041180515474451,304.12000166,0.0076969459008805,0.9500769694590088,0.9700253999214729,-106.60320325149796,32.58504103670271,-0.1550461649894714,0.1550461649894714,1,1,-0.2829247571152554,-304.12000166,304.12000166,313.8634416530252,-313.8634416530252,313.8634416530252,0.7695695719752866,0.6993226782096584,10.434639774915563,460.8098844935001,739.7299753752847,0.7695695719752866,1.777820071131232,0.6993226782096584,264.303667942978,397.1908616920173,82.89194841980243,0.0053865156495648,0.4156749103440632,290.1717387557898,12.814313229357994,3.291538070777662,17.577832820824128,0.0053865156495648,0.4156749103440632,0.5157212394695143,0.0985301882028579,-27.633485794067383,0.0361173898350778,0.3233349222924976,24.1271745164251,0.0767650586673473,0,-106.60329934528464,32.58499454274526,117.23786330667276,15.648124404727051,39.3359648462444,2.8945002144921013,246.3536861369392,32.86714044682919,-105.79737621318746,0.5853012800216675,438294,280.45704920000003,733772,33.21336628651379,-106.18807167004437,0.1016938164830207,321.9410220237324,80.81258115461547,310.01266814,9.169778396215232,2019-03-03 17:38:57.528999936+00:00,2019-03-03 18:00:00+00:00,2019-03-03,6.329545813591264,5.4992425625,97.67529533383886,84.86235145833334,8.051846875,119.0185,20.60505910416667,6.96181197756988,201903031100.0,201903031130.0,338.231,0.544942,0.0,5.31883,8.26811,2.0,-3.46252,-0.0518,0.0,-0.602088,0.0,389.822,1.50199499,10.6753,0.273138783,1.64534,2.23606,0.782091,7.37103,14.2923,199.848,0.768494,-104.367,-0.0616,159.705,191.126,239.267,87.3506,17.635,0.927665,18.04,26.91,-9999.0,13.493,5.7,11.9,9.1,22.2,33.34,20.31,12.18,46.165,53.66,775.29,153.63,544.8,1655.1,214.94,0.0,0.0,NM,OSH,17.5,282.3,32.5849,-106.6032,1469.0,US-Jo2,2019-03-03 11:00:00,2019-03-03 11:00:00-07:00,2019-03-03
240,240,1,1,LC08_033037_20190319,-106.60329934528464,32.58499454274526,2019-03-19 17:38:52.529999872,0.0776399999999999,0.09502,0.13781,0.1810399999999999,0.2432175,0.3126275,0.2751725,302.70494138000004,21824.0,0.1869796625,0.1465560420263638,0.0961423979045125,0.1009093786093162,302.70494138000004,0.0016950645406008,0.950016950645406,0.970005593712984,-106.60320325149796,32.58504103670271,-0.1465560346841812,0.1465560346841812,1,1,-0.2766401375228823,-302.70494138000004,302.70494138000004,312.34209528016646,-312.34209528016646,312.34209528016646,0.7861388102902933,0.5673373020287772,8.861616905357533,452.26445356102914,826.2825977181591,0.7861388102902933,1.414714558124209,0.5673373020287772,259.8217159102818,466.3551371667081,94.70098237184123,0.0052902525553699,0.1558043988032928,289.9732063191037,18.41656159447348,4.6718958916749855,46.89639148804687,0.0052902525553699,0.1558043988032928,0.2411208603379484,0.1435380280017852,-40.16107177734375,0.1220906734364437,1.125767223634884,81.68094847576316,0.2197767667116399,1,-106.60329934528464,32.58499454274526,142.78870716170002,12.13088386505826,40.10259870238545,1.0867837584257605,276.3241165183477,32.867099406711844,-105.8037888828362,0.6491223573684692,443231,279.79395332,712787,33.10359189819863,-106.46049821226345,0.1039641052484512,393.9510817404716,95.0516040780238,308.72749262,31.926758462285303,2019-03-19 17:38:52.529999872+00:00,2019-03-19 18:00:00+00:00,2019-03-19,36.41284432956917,27.7555195625,105.93838826851048,80.75103887499999,3.774759375,145.80435416666666,33.52303635416666,-0.3216378064129941,201903191200.0,201903191230.0,350.611,2.29685,0.0,88.4529,-1.5412,0.0,-3.05728,-0.0304,0.0,-0.273385,0.0,368.41,1.5944612,13.3537,0.15095786,1.44296,1.56006,0.592503,3.14009,8.08712,200.424,0.514942,-30.4056,-0.211474,144.765,173.247,216.885,79.1795,15.7101,1.02831,16.33,25.61,-9999.0,11.315,11.3,11.4,8.7,22.2,38.19,25.87,12.15,40.702,94.204,869.93,177.02,600.3,1852.8,246.12,0.0,0.0,NM,OSH,17.5,282.3,32.5849,-106.6032,1469.0,US-Jo2,2019-03-19 12:00:00,2019-03-19 12:00:00-06:00,2019-03-19
241,241,2,2,LC08_033038_20190303,-106.60329934528464,32.58499454274526,2019-03-03 17:39:21.420000000,0.0752475,0.0917474999999999,0.13022,0.17092,0.23406,0.30171,0.2652725,304.12341968,21824.0,0.1792171825,0.1559089337745073,0.1004471121455257,0.1046542465026851,304.12341968,0.008703112790072,0.9500870311279008,0.9700287202722072,-106.60320325149796,32.58504103670271,-0.155908927321434,0.155908927321434,1,1,-0.2850554518502251,-304.12341968,304.12341968,313.6133397327839,-313.6133397327839,313.6133397327839,0.7716519673828167,0.6987806421677663,10.428179702484112,460.8354814723243,755.4841728971306,0.7716519673828167,1.7790821811992268,0.6987806421677663,330.201422856986,472.9730360512421,98.04889699501754,0.0054027719412942,0.4162771914340556,305.08156678991094,12.718975340976463,3.429478615776233,17.552400737277683,0.0054027719412942,0.4162771914340556,0.5179757398375214,0.2012970000505447,-59.69994735717773,0.1045257985027491,0.7850378574116889,69.84257226631354,0.1862845439670124,2,-106.60329934528464,32.58499454274526,117.32735164933126,15.659204594259876,39.2775920950846,2.8978639746666945,246.3536861369392,32.55715105362438,-106.49503273905896,0.208452969789505,463825,296.57643152,797691,30.94046167839484,-106.44603579644873,0.0903071910142898,381.27683192359314,97.24910433392778,309.1171469,22.26367363619549,2019-03-03 17:39:21.420000+00:00,2019-03-03 18:00:00+00:00,2019-03-03,6.329545813591264,5.4992425625,97.67529533383886,84.86235145833334,8.051846875,119.0185,20.60505910416667,6.96181197756988,201903031100.0,201903031130.0,338.231,0.544942,0.0,5.31883,8.26811,2.0,-3.46252,-0.0518,0.0,-0.602088,0.0,389.822,1.50199499,10.6753,0.273138783,1.64534,2.23606,0.782091,7.37103,14.2923,199.848,0.768494,-104.367,-0.0616,159.705,191.126,239.267,87.3506,17.635,0.927665,18.04,26.91,-9999.0,13.493,5.7,11.9,9.1,22.2,33.34,20.31,12.18,46.165,53.66,775.29,153.63,544.8,1655.1,214.94,0.0,0.0,NM,OSH,17.5,282.3,32.5849,-106.6032,1469.0,US-Jo2,2019-03-03 11:00:00,2019-03-03 11:00:00-07:00,2019-03-03
242,242,3,3,LC08_033038_20190319,-106.60329934528464,32.58499454274526,2019-03-19 17:39:16.420999936,0.0792625,0.0961199999999999,0.1380575,0.181205,0.2434375,0.312765,0.2748425,302.71177742,21824.0,0.18744499,0.1465526884379213,0.0966482737413943,0.1009565859237489,302.71177742,0.0017831295114314,0.9500178312951144,0.9700058843273875,-106.60320325149796,32.58504103670271,-0.1465526819229126,0.1465526819229126,1,1,-0.2762290462522445,-302.71177742,302.71177742,312.1394625633385,-312.1394625633385,312.1394625633385,0.7876133762413434,0.5674206665179116,8.862610456701718,452.30572850156585,839.509614580667,0.7876133762413434,1.4155583972096226,0.5674206665179116,309.96274796507083,524.3121523731746,105.9899841346134,0.0052916562725892,0.155792465388024,246.44333052712216,19.294260431800897,4.164916575186666,46.89998366506801,0.0052916562725892,0.155792465388024,0.2377652770215499,0.2116867005825042,-61.91085433959961,0.2568608208196112,2.102747293873487,171.87883771143905,0.4108767135989307,3,-106.60329934528464,32.58499454274526,142.688461340034,12.139936759616829,40.08458200215708,1.0866731660842008,276.3241165183477,32.557074896922984,-106.50142170117984,0.2363418489694595,468821,292.46455346,779303,31.552168763226984,-107.13765908236049,0.0936303436756134,383.5520033489858,103.47154787946629,309.79391486,59.633913254252086,2019-03-19 17:39:16.420999936+00:00,2019-03-19 18:00:00+00:00,2019-03-19,36.41284432956917,27.7555195625,105.93838826851048,80.75103887499999,3.774759375,145.80435416666666,33.52303635416666,-0.3216378064129941,201903191200.0,201903191230.0,350.611,2.29685,0.0,88.4529,-1.5412,0.0,-3.05728,-0.0304,0.0,-0.273385,0.0,368.41,1.5944612,13.3537,0.15095786,1.44296,1.56006,0.592503,3.14009,8.08712,200.424,0.514942,-30.4056,-0.211474,144.765,173.247,216.885,79.1795,15.7101,1.02831,16.33,25.61,-9999.0,11.315,11.3,11.4,8.7,22.2,38.19,25.87,12.15,40.702,94.204,869.93,177.02,600.3,1852.8,246.12,0.0,0.0,NM,OSH,17.5,282.3,32.5849,-106.6032,1469.0,US-Jo2,2019-03-19 12:00:00,2019-03-19 12:00:00-06:00,2019-03-19
243,243,0,0,LC08_033037_20190404,-106.60329934528464,32.58499454274526,2019-04-04 17:38:48.972999936,0.0744225,0.09425,0.1367375,0.1761725,0.23769,0.2840275,0.2526775,303.33385706,21824.0,0.1798565025,0.1486423631036878,0.0968565985452026,0.1009738883037656,303.33385706,0.0018154087682994,0.950018154087683,0.9700059908489354,-106.60320325149796,32.58504103670271,-0.148642361164093,0.148642361164093,1,1,-0.2696182839134411,-303.33385706,303.33385706,312.8725573802055,-312.8725573802055,312.8725573802055,0.8054752848058027,0.3510640793759104,6.284037970856938,456.0353545578439,907.5384672620696,0.8054752848058027,2.07547353549924,0.3510640793759104,284.6092691795142,558.6603906404255,113.80832719310574,0.0052921708549599,0.1231519453758657,207.3721510330197,20.79322454302852,3.793827826749165,59.33048040401398,0.0052921708549599,0.1231519453758657,0.1970593918815919,0.1462246775627136,-41.95586013793945,0.3551521861429456,2.84958249921279,237.4799124143001,0.5338401952639766,0,-106.60329934528464,32.58499454274526,148.720593616634,18.08827843037281,16.914890668141645,0.8589932729210177,273.87637365125545,33.618421083114335,-105.37020685410926,0.5169487595558167,411555,286.92736106,734028,32.98798296961883,-106.098031415617,0.1087128296494484,379.76990996629456,115.91145211167856,315.64898312,80.81415967767472,2019-04-04 17:38:48.972999936+00:00,2019-04-04 18:00:00+00:00,2019-04-04,23.57790448740098,18.391387229166664,112.01461915106005,87.37435666666666,8.996652083333332,155.18514583333334,40.42274985416667,10.59597011153896,201904041200.0,201904041230.0,319.188,1.67865,0.0,54.9832,-4.5487,0.0,-3.70704,-0.00445,0.0,-0.249095,0.0,363.701,1.6217184,10.9213,0.241104858,1.54561,1.62977,0.624926,4.88645,10.4674,170.86,0.494811,-29.6264,-0.217036,134.369,160.806,201.31,73.4933,19.655,1.01915,20.6,8.72,-9999.0,17.887,5.4,11.4,8.8,23.2,44.55,33.69,17.76,64.857,74.715,799.64,170.07,602.0,1681.1,228.73,0.0,0.0,NM,OSH,17.5,282.3,32.5849,-106.6032,1469.0,US-Jo2,2019-04-04 12:00:00,2019-04-04 12:00:00-06:00,2019-04-04
244,244,1,1,LC08_033037_20190420,-106.60329934528464,32.58499454274526,2019-04-20 17:38:42.786000128,,,,,,,,,,,,,,,,,,-106.60320325149796,32.58504103670271,,,1,1,,,,,,,0.8101972626729993,0.365675723516242,6.458181887854877,,957.645436516386,0.8101972626729993,3.1312110369063624,0.365675723516242,314.5396253569488,,,,,,,,,,,,0.1208715960383415,-35.58119201660156,,,,,1,-106.60329934528464,32.58499454274526,,24.80522488347582,11.678411937303649,2.83320873443579,331.0818237394942,33.31754268251598,-105.85914266781448,0.4327948987483978,281522,294.37180862,460209,33.03923939772728,-107.11761972910186,0.1109220311045646,474.6817675454707,149.04119720940088,319.63439444,,2019-04-20 17:38:42.786000128+00:00,2019-04-20 18:00:00+00:00,2019-04-20,59.80313342416159,49.124479729166666,88.83203737019853,72.9698825,11.363644166666669,141.644,8.185993604166683,-18.354814961026776,201904201200.0,201904201230.0,309.937,3.11347,0.0,114.339,-0.666849,0.0,-2.66196,-0.0448,0.0,-0.540111,1.0,366.309,1.44412518,13.6105,0.203333704,2.26016,2.23053,0.725432,4.79787,13.5105,198.457,0.739369,-101.455,-0.0634,164.446,196.799,246.37,89.9437,26.6555,0.95148,27.32,8.23,-9999.0,25.703,11.8,11.3,8.7,23.4,48.04,37.27,20.23,67.101,90.17,890.99,189.73,651.5,1754.7,260.64,0.0,0.0,NM,OSH,17.5,282.3,32.5849,-106.6032,1469.0,US-Jo2,2019-04-20 12:00:00,2019-04-20 12:00:00-06:00,2019-04-20
